id,BEFORE_OCCUPATION_42,before_emp_contract,retirement_age
16806,"csp_6_3","emp-1-3",60
16808,"csp_5_2","emp-1-6",63
16811,"csp_2_1","emp-2-2",60
16814,"csp_6_4","emp-1-6",60
16818,"csp_5_6","emp-1-6",65
16827,"csp_5_2","emp-1-3",60
16830,"csp_3_5","emp-2-2",60
16851,"csp_1_1","emp-2-1",60
16852,"csp_4_5","emp-1-6",60
16860,"csp_5_6","emp-1-6",65
16864,"csp_6_3","emp-1-6",59
16867,"csp_5_5","emp-1-6",60
16873,"csp_6_3","emp-1-6",60
16877,"csp_4_6","emp-1-6",62
16895,"csp_2_2","emp-2-2",60
16896,"csp_1_3","emp-2-2",65
16899,"csp_6_2","emp-1-5",60
16912,"csp_6_5","emp-1-6",65
16915,"csp_3_4","emp-1-6",57
16917,"csp_5_2","emp-1-6",60
16926,"csp_3_5","emp-1-6",60
16929,"csp_2_2","emp-2-1",60
16930,"csp_6_2","emp-1-6",60
16934,"csp_2_1","emp-2-1",63
16943,"csp_4_3","emp-2-1",56
16947,"csp_4_7","emp-1-6",60
16953,"csp_5_2","emp-1-6",62
16957,"csp_5_6","emp-1-6",66
16958,"csp_6_2","emp-1-6",60
16971,"csp_2_1","emp-2-1",64
16981,"csp_5_2","emp-1-6",57
16988,"csp_1_1","emp-2-2",65
16989,"csp_4_6","emp-1-6",60
16990,"csp_4_7","emp-1-6",60
16994,"csp_4_8","emp-1-6",60
16999,"csp_2_1","emp-2-3",60
17000,"csp_5_2","emp-1-6",60
17003,"csp_3_8","emp-1-6",64
17007,"csp_1_1","emp-2-2",60
17010,"csp_6_3","emp-1-6",58
17014,"csp_4_5","emp-1-6",60
17021,"csp_4_6","emp-1-6",60
17022,"csp_5_6","emp-1-6",65
17027,"csp_6_7","emp-1-2",63
17038,"csp_6_9","emp-1-6",55
17040,"csp_6_5","emp-1-6",65
17041,"csp_6_7","emp-1-6",58
17050,"csp_5_4","emp-1-6",60
17065,"csp_6_2","emp-1-6",64
17070,"csp_5_2","emp-1-6",65
17080,"csp_4_5","emp-1-6",60
17084,"csp_6_8","emp-1-6",60
17087,"csp_4_5","emp-1-6",61
17095,"csp_5_6","emp-1-6",60
17097,"csp_2_2","emp-2-1",60
17099,"csp_3_4","emp-1-6",60
17108,"csp_3_8","emp-1-6",57
17117,"csp_1_1","emp-2-1",60
17131,"csp_6_3","emp-1-6",58
17135,"csp_5_6","emp-1-5",55
17150,"csp_6_7","emp-1-6",59
17153,"csp_4_3","emp-1-6",65
17158,"csp_6_2","emp-1-6",61
17172,"csp_5_5","emp-1-5",60
17174,"csp_1_1","emp-2-3",60
17180,"csp_6_3","emp-1-6",57
17192,"csp_2_3","emp-2-2",60
17193,"csp_6_7","emp-1-5",60
17209,"csp_1_3","emp-2-2",60
17218,"csp_5_2","emp-1-6",62
17226,"csp_5_2","emp-1-6",60
17227,"csp_5_5","emp-1-6",65
17228,"csp_3_4","emp-1-6",55
17232,"csp_3_4","emp-1-6",60
17248,"csp_1_1","emp-2-1",65
17257,"csp_4_5","emp-1-6",60
17260,"csp_5_6","emp-1-6",60
17268,"csp_6_4","emp-1-6",63
17274,"csp_4_5","emp-1-6",60
17282,"csp_4_2","emp-1-5",55
17292,"csp_5_2","emp-1-6",56
17297,"csp_3_7","emp-1-6",61
17299,"csp_4_3","emp-1-5",60
17325,"csp_6_2","emp-1-6",55
17327,"csp_6_7","emp-1-6",57
17336,"csp_3_7","emp-1-6",60
17337,"csp_4_2","emp-1-5",64
17338,"csp_6_5","emp-1-6",60
17351,"csp_6_9","emp-1-6",65
17353,"csp_5_6","emp-1-5",60
17354,"csp_5_4","emp-1-6",59
17359,"csp_3_1","emp-2-1",60
17362,"csp_5_2","emp-1-6",60
17363,"csp_6_3","emp-1-6",60
17364,"csp_5_2","emp-1-6",59
17381,"csp_6_7","emp-1-6",60
17399,"csp_4_3","emp-1-6",61
17402,"csp_6_5","emp-1-6",54
17410,"csp_4_8","emp-1-6",53
17423,"csp_6_7","emp-1-6",60
17430,"csp_6_4","emp-1-6",60
17439,"csp_5_2","emp-1-6",63
17445,"csp_6_8","emp-1-6",60
17458,"csp_5_4","emp-1-6",60
17465,"csp_3_4","emp-1-5",60
17480,"csp_4_8","emp-1-6",63
17482,"csp_4_6","emp-1-6",60
17502,"csp_3_8","emp-1-6",61
17508,"csp_5_4","emp-1-6",60
17510,"csp_6_8","emp-1-6",60
17515,"csp_6_4","emp-1-6",64
17516,"csp_6_9","emp-1-6",60
17517,"csp_5_2","emp-1-6",60
17520,"csp_6_8","emp-1-6",60
17532,"csp_3_7","emp-1-6",65
17535,"csp_5_2","emp-1-6",60
17536,"csp_4_8","emp-1-6",60
17539,"csp_5_5","emp-1-6",58
17558,"csp_6_7","emp-1-6",64
17586,"csp_5_2","emp-1-6",60
17590,"csp_2_2","emp-2-2",60
17591,"csp_6_7","emp-1-2",65
17593,"csp_5_6","emp-1-6",60
17594,"csp_6_7","emp-1-6",60
17620,"csp_4_6","emp-1-6",60
17635,"csp_1_1","emp-2-1",62
17647,"csp_6_3","emp-1-6",60
17655,"csp_6_2","emp-1-6",60
17656,"csp_6_3","emp-1-6",64
17658,"csp_6_7","emp-1-6",65
17659,"csp_6_4","emp-1-6",65
17661,"csp_2_2","emp-2-1",65
17664,"csp_6_8","emp-1-5",60
17674,"csp_5_4","emp-1-6",60
17689,"csp_6_7","emp-1-6",60
17696,"csp_5_6","emp-1-6",60
17702,"csp_5_2","emp-1-6",60
17706,"csp_6_5","emp-1-6",55
17710,"csp_5_2","emp-1-6",54
17723,"csp_6_7","emp-1-6",64
17744,"csp_6_3","emp-1-5",60
17756,"csp_5_2","emp-1-6",60
17762,"csp_6_7","emp-1-6",63
17772,"csp_6_5","emp-1-6",60
17773,"csp_4_6","emp-1-6",60
17776,"csp_2_1","emp-2-1",62
17780,"csp_5_4","emp-1-6",60
17782,"csp_6_2","emp-1-3",62
17785,"csp_4_8","emp-1-6",62
17789,"csp_3_8","emp-1-6",63
17790,"csp_1_1","emp-2-1",60
17791,"csp_6_2","emp-1-2",59
17797,"csp_5_5","emp-1-6",60
17800,"csp_4_5","emp-1-6",65
17804,"csp_2_2","emp-2-1",60
17810,"csp_2_2","emp-2-2",64
17811,"csp_6_4","emp-1-6",60
17820,"csp_4_6","emp-1-6",54
17825,"csp_6_3","emp-1-6",63
17832,"csp_5_4","emp-1-6",64
17838,"csp_6_8","emp-1-6",60
17840,"csp_5_2","emp-1-5",52
17843,"csp_6_4","emp-1-6",58
17855,"csp_2_2","emp-2-1",64
17856,"csp_6_8","emp-1-6",65
17867,"csp_5_2","emp-1-6",60
17889,"csp_6_2","emp-1-6",55
17892,"csp_6_7","emp-1-6",65
17895,"csp_5_6","emp-1-5",63
17896,"csp_6_7","emp-1-3",55
17911,"csp_5_6","emp-1-5",60
17913,"csp_4_2","emp-1-6",59
17949,"csp_5_2","emp-1-6",55
17961,"csp_5_6","emp-1-6",62
17962,"csp_4_5","emp-1-6",60
17966,"csp_4_7","emp-1-6",60
17973,"csp_4_6","emp-1-6",60
17984,"csp_5_4","emp-1-6",65
18002,"csp_2_1","emp-2-1",60
18003,"csp_6_3","emp-1-6",56
18013,"csp_6_2","emp-1-6",58
18016,"csp_3_4","emp-1-6",56
18036,"csp_6_3","emp-1-5",60
18037,"csp_5_2","emp-1-6",60
18048,"csp_5_4","emp-1-6",60
18069,"csp_5_6","emp-1-6",65
18086,"csp_3_7","emp-1-6",63
18089,"csp_4_5","emp-1-6",52
18091,"csp_5_2","emp-1-6",60
18106,"csp_3_4","emp-1-6",62
18107,"csp_6_7","emp-1-5",59
18122,"csp_6_3","emp-1-6",62
18126,"csp_5_4","emp-1-6",60
18138,"csp_5_2","emp-1-6",65
18157,"csp_5_4","emp-1-6",60
18163,"csp_5_4","emp-1-6",60
18165,"csp_2_1","emp-2-2",60
18166,"csp_6_8","emp-1-6",60
18171,"csp_5_6","emp-1-6",65
18181,"csp_6_7","emp-1-6",58
18186,"csp_6_2","emp-1-6",60
18187,"csp_2_3","emp-2-2",57
18190,"csp_4_6","emp-1-6",65
18194,"csp_6_7","emp-1-6",64
18212,"csp_5_2","emp-1-6",60
18216,"csp_5_4","emp-1-6",65
18224,"csp_5_3","emp-1-6",60
18237,"csp_6_7","emp-1-6",60
18244,"csp_4_7","emp-1-6",61
18249,"csp_6_4","emp-1-6",57
18261,"csp_5_5","emp-1-6",60
18265,"csp_5_6","emp-1-6",60
18281,"csp_5_2","emp-1-6",58
18285,"csp_3_8","emp-1-6",50
18292,"csp_2_1","emp-2-2",60
18302,"csp_5_4","emp-1-6",60
18316,"csp_2_1","emp-2-1",56
18319,"csp_6_4","emp-1-6",60
18320,"csp_6_8","emp-1-6",56
18333,"csp_6_8","emp-1-5",60
18334,"csp_4_2","emp-1-5",60
18345,"csp_4_5","emp-1-6",60
18349,"csp_6_4","emp-1-6",59
18351,"csp_5_2","emp-1-6",65
18372,"csp_5_4","emp-1-6",60
18373,"csp_6_4","emp-1-6",54
18383,"csp_4_5","emp-1-6",60
18387,"csp_4_7","emp-1-6",56
18389,"csp_6_2","emp-1-6",52
18393,"csp_3_5","emp-2-1",55
18398,"csp_5_6","emp-1-5",60
18402,"csp_6_3","emp-1-6",60
18407,"csp_5_4","emp-1-5",60
18410,"csp_4_7","emp-1-6",62
18422,"csp_3_4","emp-1-6",60
18430,"csp_5_2","emp-1-6",60
18438,"csp_5_6","emp-1-5",64
18446,"csp_2_1","emp-2-2",62
18450,"csp_6_7","emp-1-6",60
18454,"csp_4_6","emp-1-6",60
18455,"csp_6_8","emp-1-6",60
18459,"csp_4_3","emp-1-6",55
18466,"csp_1_1","emp-2-1",60
18472,"csp_6_7","emp-1-6",60
18474,"csp_1_1","emp-2-1",55
18476,"csp_5_4","emp-1-6",60
18478,"csp_5_6","emp-1-6",60
18485,"csp_4_2","emp-1-6",58
18488,"csp_4_2","emp-1-6",56
18492,"csp_1_1","emp-2-1",64
18502,"csp_5_6","emp-1-6",65
18505,"csp_5_2","emp-1-6",61
18514,"csp_3_1","emp-2-2",60
18516,"csp_1_2","emp-2-1",61
18523,"csp_3_4","emp-1-6",60
18526,"csp_5_2","emp-1-6",60
18528,"csp_1_1","emp-2-2",54
18532,"csp_5_6","emp-1-6",60
18533,"csp_3_8","emp-1-6",65
18551,"csp_6_8","emp-1-6",60
18553,"csp_5_2","emp-1-6",60
18557,"csp_5_4","emp-1-6",60
18559,"csp_2_1","emp-2-1",55
18561,"csp_5_6","emp-1-6",65
18575,"csp_5_2","emp-1-6",56
18592,"csp_4_2","emp-1-5",60
18594,"csp_4_6","emp-1-6",65
18598,"csp_6_2","emp-1-6",60
18606,"csp_5_2","emp-1-6",60
18613,"csp_4_6","emp-1-6",60
18623,"csp_6_8","emp-1-6",57
18632,"csp_6_2","emp-1-6",56
18633,"csp_6_7","emp-1-6",64
18634,"csp_5_2","emp-1-6",60
18636,"csp_2_1","emp-2-1",64
18644,"csp_5_2","emp-1-6",60
18645,"csp_6_8","emp-1-6",55
18648,"csp_5_6","emp-1-6",56
18670,"csp_6_8","emp-1-6",60
18672,"csp_5_4","emp-1-6",64
18684,"csp_1_1","emp-2-2",60
18685,"csp_1_1","emp-2-1",57
18709,"csp_5_6","emp-1-6",65
18714,"csp_4_5","emp-1-6",65
18727,"csp_6_7","emp-1-5",60
18728,"csp_3_8","emp-1-6",57
18741,"csp_4_6","emp-1-6",65
18744,"csp_4_6","emp-1-6",60
18745,"csp_5_6","emp-1-6",59
18749,"csp_6_4","emp-1-6",56
18753,"csp_4_3","emp-1-6",64
18762,"csp_6_7","emp-1-6",60
18769,"csp_5_5","emp-1-5",60
18781,"csp_5_4","emp-1-6",60
18795,"csp_5_2","emp-1-6",60
18797,"csp_2_2","emp-2-2",61
18800,"csp_5_4","emp-1-6",65
18807,"csp_6_5","emp-1-6",60
18811,"csp_4_3","emp-1-6",60
18821,"csp_6_3","emp-1-6",60
18823,"csp_5_6","emp-1-6",60
18828,"csp_6_7","emp-1-6",60
18836,"csp_2_2","emp-2-1",60
18844,"csp_6_3","emp-1-6",59
18845,"csp_4_2","emp-1-6",64
18858,"csp_1_1","emp-2-1",65
18860,"csp_5_6","emp-1-6",59
18861,"csp_2_1","emp-2-3",60
18867,"csp_4_7","emp-1-6",60
18881,"csp_6_5","emp-1-6",60
18883,"csp_5_2","emp-1-5",63
18884,"csp_5_2","emp-1-3",60
18900,"csp_4_6","emp-1-6",65
18911,"csp_6_4","emp-1-6",59
18919,"csp_5_6","emp-1-6",60
18922,"csp_5_2","emp-1-6",60
18925,"csp_6_7","emp-1-6",62
18927,"csp_4_3","emp-2-1",65
18954,"csp_6_7","emp-1-6",60
18966,"csp_4_8","emp-1-6",56
18969,"csp_5_2","emp-1-6",50
18985,"csp_6_8","emp-1-6",63
18987,"csp_4_3","emp-1-6",60
18988,"csp_5_2","emp-1-6",60
18999,"csp_6_7","emp-1-6",58
19005,"csp_3_4","emp-1-6",61
19015,"csp_6_3","emp-1-6",60
19017,"csp_5_6","emp-1-6",60
19025,"csp_2_2","emp-2-1",60
19031,"csp_4_6","emp-2-1",60
19032,"csp_5_2","emp-1-6",65
19033,"csp_6_9","emp-1-5",60
19035,"csp_6_8","emp-1-6",60
19037,"csp_5_6","emp-1-6",60
19045,"csp_4_8","emp-1-6",60
19046,"csp_5_6","emp-1-6",60
19052,"csp_6_4","emp-1-6",65
19058,"csp_6_7","emp-1-6",64
19061,"csp_6_4","emp-1-6",60
19063,"csp_6_9","emp-1-5",62
19068,"csp_5_6","emp-1-6",60
19074,"csp_5_2","emp-1-6",60
19078,"csp_6_8","emp-1-6",60
19084,"csp_6_7","emp-1-6",64
19087,"csp_2_1","emp-2-1",60
19090,"csp_2_2","emp-2-2",58
19105,"csp_5_4","emp-1-6",60
19109,"csp_6_7","emp-1-2",59
19113,"csp_6_3","emp-1-6",65
19115,"csp_5_2","emp-1-6",60
19120,"csp_5_2","emp-1-6",60
19121,"csp_6_4","emp-1-6",64
19138,"csp_1_1","emp-2-1",60
19145,"csp_3_1","emp-2-2",62
19146,"csp_1_3","emp-2-2",60
19154,"csp_6_3","emp-1-6",60
19158,"csp_6_8","emp-1-6",60
19164,"csp_6_9","emp-1-6",56
19177,"csp_6_8","emp-1-6",57
19182,"csp_6_4","emp-1-6",60
19184,"csp_5_4","emp-1-6",61
19192,"csp_3_7","emp-1-6",65
19193,"csp_4_7","emp-1-6",60
19196,"csp_5_4","emp-1-6",60
19201,"csp_6_2","emp-1-6",56
19208,"csp_6_3","emp-1-6",64
19210,"csp_3_3","emp-1-6",65
19220,"csp_6_2","emp-1-6",60
19231,"csp_6_4","emp-1-6",65
19234,"csp_6_7","emp-1-6",65
19249,"csp_2_2","emp-2-1",60
19250,"csp_4_6","emp-1-6",59
19254,"csp_4_8","emp-1-6",60
19260,"csp_5_6","emp-1-6",62
19272,"csp_5_4","emp-1-6",60
19279,"csp_5_4","emp-1-6",60
19282,"csp_5_2","emp-1-6",65
19285,"csp_6_8","emp-1-2",60
19301,"csp_6_3","emp-1-2",60
19302,"csp_4_7","emp-1-6",65
19307,"csp_5_2","emp-1-6",65
19310,"csp_5_2","emp-1-6",65
19331,"csp_4_7","emp-1-6",60
19340,"csp_5_5","emp-1-6",60
19346,"csp_5_2","emp-1-6",55
19350,"csp_2_2","emp-2-1",60
19376,"csp_3_8","emp-1-6",60
19378,"csp_6_7","emp-1-6",60
19387,"csp_1_2","emp-2-1",57
19396,"csp_5_6","emp-1-6",60
19398,"csp_2_1","emp-2-2",61
19400,"csp_4_6","emp-2-1",60
19405,"csp_5_2","emp-1-6",60
19407,"csp_2_3","emp-2-2",63
19418,"csp_6_4","emp-1-6",61
19420,"csp_4_6","emp-1-6",55
19426,"csp_5_2","emp-1-6",60
19433,"csp_4_3","emp-2-1",60
19434,"csp_5_6","emp-1-6",60
19437,"csp_4_5","emp-1-6",60
19441,"csp_5_5","emp-1-6",60
19443,"csp_6_7","emp-1-6",66
19445,"csp_5_2","emp-1-3",60
19446,"csp_6_3","emp-1-6",58
19450,"csp_2_1","emp-2-1",60
19455,"csp_5_2","emp-1-5",63
19456,"csp_5_6","emp-1-6",62
19461,"csp_6_3","emp-1-6",60
19467,"csp_4_3","emp-1-6",56
19479,"csp_5_6","emp-1-6",60
19480,"csp_5_4","emp-1-6",65
19481,"csp_4_6","emp-1-6",60
19483,"csp_6_7","emp-1-6",60
19486,"csp_5_5","emp-1-6",60
19488,"csp_3_3","emp-1-6",60
19495,"csp_4_7","emp-1-6",65
19509,"csp_2_2","emp-2-1",63
19510,"csp_4_3","emp-1-6",56
19513,"csp_6_7","emp-1-6",54
19522,"csp_5_5","emp-1-6",60
19523,"csp_6_9","emp-1-5",60
19524,"csp_6_2","emp-1-6",60
19527,"csp_4_3","emp-2-1",62
19529,"csp_5_3","emp-1-6",56
19530,"csp_6_7","emp-1-6",60
19540,"csp_6_7","emp-1-6",60
19543,"csp_3_7","emp-1-6",60
19545,"csp_6_4","emp-1-6",50
19566,"csp_6_7","emp-1-6",51
19567,"csp_2_2","emp-2-1",61
19569,"csp_6_7","emp-1-6",60
19571,"csp_4_6","emp-1-6",60
19573,"csp_4_8","emp-1-6",60
19575,"csp_6_2","emp-1-6",60
19594,"csp_1_1","emp-2-1",60
19596,"csp_5_2","emp-1-6",64
19602,"csp_5_2","emp-1-5",60
19604,"csp_1_3","emp-2-2",65
19609,"csp_2_2","emp-2-2",64
19610,"csp_5_5","emp-1-6",60
19618,"csp_5_2","emp-1-6",60
19619,"csp_2_1","emp-2-2",62
19621,"csp_5_2","emp-1-5",63
19629,"csp_3_1","emp-1-6",60
19634,"csp_2_1","emp-2-1",65
19646,"csp_6_4","emp-1-6",57
19648,"csp_5_6","emp-1-6",64
19658,"csp_4_5","emp-1-6",60
19662,"csp_5_6","emp-1-5",60
19667,"csp_6_8","emp-1-6",56
19677,"csp_5_2","emp-1-6",60
19689,"csp_4_6","emp-1-6",53
19699,"csp_4_5","emp-1-6",62
19705,"csp_4_7","emp-2-1",63
19708,"csp_5_2","emp-1-6",60
19709,"csp_6_3","emp-1-6",53
19712,"csp_6_5","emp-1-6",60
19718,"csp_6_9","emp-1-6",60
19719,"csp_3_5","emp-1-6",60
19720,"csp_3_7","emp-1-6",60
19722,"csp_6_8","emp-1-5",62
19724,"csp_6_8","emp-1-6",60
19729,"csp_5_6","emp-1-6",53
19733,"csp_4_3","emp-1-5",57
19739,"csp_2_1","emp-2-2",60
19746,"csp_5_3","emp-1-6",61
19753,"csp_5_6","emp-1-6",60
19754,"csp_5_2","emp-1-6",60
19756,"csp_4_7","emp-1-6",60
19760,"csp_5_4","emp-1-6",60
19766,"csp_6_3","emp-1-6",60
19791,"csp_5_4","emp-1-6",59
19793,"csp_5_6","emp-1-6",60
19796,"csp_6_2","emp-1-6",62
19810,"csp_6_8","emp-1-6",64
19822,"csp_5_6","emp-1-6",55
19824,"csp_5_5","emp-1-6",62
19829,"csp_5_4","emp-1-6",60
19834,"csp_5_6","emp-1-6",60
19844,"csp_6_4","emp-1-6",63
19851,"csp_5_5","emp-1-5",65
19869,"csp_3_5","emp-1-6",61
19881,"csp_6_2","emp-1-6",60
19886,"csp_6_3","emp-1-6",60
19889,"csp_2_1","emp-2-2",61
19892,"csp_4_3","emp-1-5",60
19896,"csp_2_2","emp-2-1",65
19903,"csp_6_9","emp-1-6",60
19915,"csp_4_3","emp-1-6",58
19919,"csp_5_6","emp-1-6",60
19922,"csp_5_5","emp-1-6",55
19933,"csp_5_4","emp-1-6",60
19934,"csp_4_6","emp-1-6",60
19935,"csp_5_4","emp-1-6",59
19940,"csp_4_6","emp-1-6",60
19943,"csp_3_8","emp-1-6",62
19952,"csp_5_6","emp-1-6",58
19960,"csp_3_7","emp-1-6",60
19967,"csp_4_6","emp-1-6",60
19968,"csp_4_3","emp-1-6",56
19980,"csp_1_1","emp-2-1",64
19988,"csp_4_6","emp-1-6",65
20004,"csp_2_1","emp-2-1",60
20005,"csp_6_8","emp-1-6",60
20015,"csp_6_8","emp-1-6",60
20017,"csp_5_4","emp-1-6",60
20025,"csp_3_8","emp-1-6",60
20035,"csp_3_8","emp-1-6",60
20048,"csp_5_4","emp-1-6",65
20051,"csp_6_7","emp-1-6",65
20056,"csp_5_6","emp-1-6",60
20061,"csp_6_2","emp-1-6",60
20070,"csp_4_5","emp-1-6",60
20074,"csp_6_8","emp-1-6",62
20092,"csp_5_2","emp-1-6",60
20096,"csp_3_4","emp-1-6",60
20117,"csp_5_3","emp-1-6",57
20118,"csp_6_3","emp-1-6",60
20120,"csp_3_1","emp-2-1",56
20126,"csp_6_8","emp-1-6",65
20127,"csp_1_1","emp-2-1",60
20130,"csp_5_2","emp-1-6",64
20132,"csp_4_6","emp-1-6",60
20135,"csp_4_3","emp-1-6",65
20142,"csp_2_1","emp-2-1",56
20143,"csp_4_6","emp-1-6",60
20148,"csp_5_6","emp-1-6",60
20158,"csp_5_2","emp-1-6",60
20167,"csp_5_6","emp-1-6",60
20171,"csp_4_3","emp-1-6",60
20172,"csp_5_6","emp-1-5",61
20180,"csp_4_6","emp-1-6",64
20182,"csp_5_2","emp-1-5",53
20201,"csp_6_8","emp-1-6",60
20203,"csp_6_4","emp-1-6",60
20209,"csp_6_4","emp-1-6",64
20210,"csp_3_4","emp-1-6",62
20215,"csp_5_2","emp-1-6",60
20221,"csp_6_8","emp-1-6",60
20223,"csp_5_5","emp-1-6",53
20232,"csp_4_6","emp-1-6",60
20239,"csp_5_2","emp-1-6",60
20247,"csp_4_6","emp-1-6",60
20252,"csp_5_4","emp-1-6",60
20263,"csp_5_5","emp-1-6",57
20292,"csp_5_6","emp-1-6",63
20293,"csp_2_2","emp-2-1",60
20297,"csp_2_2","emp-2-1",65
20301,"csp_2_1","emp-2-1",60
20302,"csp_6_2","emp-1-6",60
20303,"csp_4_2","emp-1-6",61
20318,"csp_5_5","emp-1-6",65
20320,"csp_5_6","emp-1-6",60
20328,"csp_5_2","emp-1-6",65
20336,"csp_4_6","emp-1-6",57
20344,"csp_6_2","emp-1-6",60
20348,"csp_4_5","emp-1-6",62
20350,"csp_5_2","emp-1-6",65
20353,"csp_5_2","emp-1-6",61
20361,"csp_3_5","emp-2-1",55
20364,"csp_1_1","emp-2-1",58
20370,"csp_3_3","emp-1-5",65
20373,"csp_6_9","emp-1-6",65
20388,"csp_6_5","emp-1-6",60
20392,"csp_2_3","emp-2-2",60
20415,"csp_2_2","emp-2-2",56
20428,"csp_1_3","emp-2-2",60
20435,"csp_6_8","emp-1-6",60
20437,"csp_5_6","emp-1-5",60
20442,"csp_2_2","emp-2-1",62
20443,"csp_6_3","emp-1-6",62
20446,"csp_6_2","emp-1-6",63
20453,"csp_6_4","emp-1-6",60
20456,"csp_4_7","emp-1-5",60
20468,"csp_2_1","emp-2-1",60
20470,"csp_4_6","emp-1-6",60
20485,"csp_6_3","emp-1-6",65
20496,"csp_4_2","emp-1-5",65
20500,"csp_6_3","emp-1-6",57
20508,"csp_1_1","emp-2-3",65
20511,"csp_1_1","emp-2-1",59
20512,"csp_5_5","emp-1-6",65
20527,"csp_5_4","emp-1-6",60
20530,"csp_6_7","emp-1-6",60
20538,"csp_6_5","emp-1-6",65
20540,"csp_5_5","emp-1-6",63
20553,"csp_5_6","emp-1-5",60
20558,"csp_5_6","emp-1-6",60
20567,"csp_6_7","emp-1-6",65
20569,"csp_5_6","emp-1-6",65
20572,"csp_6_9","emp-1-5",60
20573,"csp_6_2","emp-1-6",65
20580,"csp_4_7","emp-1-6",60
20582,"csp_5_6","emp-1-5",58
20584,"csp_4_3","emp-2-1",60
20594,"csp_5_3","emp-1-6",60
20604,"csp_5_6","emp-1-6",60
20610,"csp_4_6","emp-1-6",60
20617,"csp_5_2","emp-1-6",61
20619,"csp_1_1","emp-2-1",55
20627,"csp_6_5","emp-1-6",65
20644,"csp_6_8","emp-1-6",54
20647,"csp_4_7","emp-1-6",62
20654,"csp_5_2","emp-1-6",60
20657,"csp_5_5","emp-1-6",64
20658,"csp_2_2","emp-2-1",60
20662,"csp_6_3","emp-1-6",60
20664,"csp_4_3","emp-1-6",65
20665,"csp_2_2","emp-2-1",65
20667,"csp_4_5","emp-1-6",55
20679,"csp_2_1","emp-2-1",60
20684,"csp_5_4","emp-1-6",60
20687,"csp_4_6","emp-1-6",57
20690,"csp_5_2","emp-1-6",65
20691,"csp_4_3","emp-1-6",60
20692,"csp_5_4","emp-1-6",65
20693,"csp_5_2","emp-1-6",59
20696,"csp_1_1","emp-2-1",65
20703,"csp_6_3","emp-1-6",60
20711,"csp_5_2","emp-1-6",65
20717,"csp_4_5","emp-1-6",60
20722,"csp_2_2","emp-2-1",61
20730,"csp_5_6","emp-1-6",64
20737,"csp_1_1","emp-2-1",63
20741,"csp_4_6","emp-1-6",60
20757,"csp_5_6","emp-1-6",60
20759,"csp_2_1","emp-2-2",64
20760,"csp_5_2","emp-1-6",60
20761,"csp_4_6","emp-1-6",60
20786,"csp_5_2","emp-1-6",64
20793,"csp_4_7","emp-1-6",58
20795,"csp_3_7","emp-1-6",60
20798,"csp_1_1","emp-2-1",65
20803,"csp_5_4","emp-1-6",60
20805,"csp_5_2","emp-1-6",60
20808,"csp_4_6","emp-1-6",60
20809,"csp_3_4","emp-1-6",63
20817,"csp_2_1","emp-2-1",60
20818,"csp_5_2","emp-1-6",60
20820,"csp_6_3","emp-1-6",57
20832,"csp_5_5","emp-1-6",60
20837,"csp_5_6","emp-1-6",64
20845,"csp_4_6","emp-1-6",60
20850,"csp_5_3","emp-1-6",56
20855,"csp_6_3","emp-1-6",60
20856,"csp_5_2","emp-1-6",60
20864,"csp_5_2","emp-1-6",63
20866,"csp_6_8","emp-1-6",62
20874,"csp_6_2","emp-1-6",56
20877,"csp_4_7","emp-1-6",62
20878,"csp_5_6","emp-1-6",61
20880,"csp_2_2","emp-2-2",63
20881,"csp_4_3","emp-2-1",63
20890,"csp_2_1","emp-2-2",60
20893,"csp_6_7","emp-1-6",61
20895,"csp_5_5","emp-1-6",60
20903,"csp_6_2","emp-1-6",52
20905,"csp_5_2","emp-1-6",60
20908,"csp_5_4","emp-1-6",57
20911,"csp_5_2","emp-1-6",60
20918,"csp_4_6","emp-1-6",60
20920,"csp_4_5","emp-1-6",60
20925,"csp_6_8","emp-1-6",54
20926,"csp_2_1","emp-2-2",54
20927,"csp_4_7","emp-1-6",60
20929,"csp_3_8","emp-1-6",60
20939,"csp_5_4","emp-1-6",60
20949,"csp_2_1","emp-2-1",60
20961,"csp_6_2","emp-1-6",56
20968,"csp_6_3","emp-1-6",60
20971,"csp_6_3","emp-1-6",60
20973,"csp_5_4","emp-1-6",60
20980,"csp_6_9","emp-1-6",60
20984,"csp_6_7","emp-1-6",60
20985,"csp_1_1","emp-2-1",60
20986,"csp_5_6","emp-1-6",60
20992,"csp_5_4","emp-1-6",60
20996,"csp_6_4","emp-1-5",54
21004,"csp_4_7","emp-1-6",59
21006,"csp_3_7","emp-1-6",58
21008,"csp_5_2","emp-1-6",60
21014,"csp_3_7","emp-1-6",60
21022,"csp_5_4","emp-1-6",53
21023,"csp_4_2","emp-1-6",60
21025,"csp_3_7","emp-1-6",65
21026,"csp_4_2","emp-2-1",60
21032,"csp_6_4","emp-1-6",65
21034,"csp_6_5","emp-1-6",62
21042,"csp_5_4","emp-1-6",43
21046,"csp_5_6","emp-1-6",60
21061,"csp_3_7","emp-1-6",60
21071,"csp_6_8","emp-1-6",60
21076,"csp_5_6","emp-1-6",65
21077,"csp_1_1","emp-2-1",60
21081,"csp_4_3","emp-2-1",56
21082,"csp_5_2","emp-1-6",60
21083,"csp_5_2","emp-1-6",60
21084,"csp_5_2","emp-1-3",56
