id,Annuity
18884,11056
18900,13644
18911,27405
18919,19417
18922,13488
18925,18611
18954,21258
18966,24783
18969,11347
18985,14868
18987,21337
18988,12773
18999,16987
19005,31686
19015,21743
19017,11302
19032,22315
19033,24696
19035,19660
19037,12946
19045,23032
19046,20641
19052,19413
19058,11918
19061,22645
19063,12282
19068,19290
19074,13972
19078,19768
19084,16375
19105,17749
19109,9181
19113,13049
19115,16587
19120,11056
19121,19648
19154,13860
19158,10940
19164,19648
19177,9870
19182,9716
19184,14622
19192,65974
19193,31184
19196,17766
19201,16169
19208,21076
19210,11056
19220,40927
19231,14431
19234,12027
19250,25589
19254,27160
19260,10242
19272,12468
19279,18173
19282,11456
19285,12180
19301,17849
19302,20358
19307,14061
19310,18778
19331,20331
19340,12042
19346,11913
19376,33392
19378,16652
19396,10108
19405,19542
19418,17847
19420,28752
19426,8881
19434,16543
19437,19540
19441,11056
19443,13079
19445,15625
19446,24304
19455,19673
19456,11916
19461,20668
19467,28357
19479,14166
19480,20848
19481,18696
19483,17123
19486,11056
19488,24371
19495,44548
19510,13446
19513,20181
19522,11535
19523,13424
19524,17784
19529,13353
19530,10654
19540,21607
19543,29876
19545,19341
19566,16802
19569,15224
19571,20540
19573,23161
19575,26098
19596,13381
19602,19433
19610,12153
19618,11056
19621,15405
19629,31419
19646,25208
19648,17552
19658,23038
19662,24671
19667,12947
19677,24004
19689,26325
19699,29576
19708,11488
19709,22474
19712,17149
19718,12538
19719,31581
19720,24183
19722,19522
19724,10011
19729,11056
19733,17411
19746,11938
19753,8881
19754,11814
19756,24702
19760,15829
19766,12127
19791,13520
19793,9289
19796,15712
19810,11913
19822,14373
19824,24204
19829,20647
19834,11056
19844,11750
19851,15619
19869,23901
19881,14791
19886,14528
19892,20577
19903,27995
19915,22799
19919,8881
19922,13590
19933,25799
19934,20350
19935,11137
19940,26224
19943,29387
19952,10891
19960,32764
19967,17621
19968,24225
19988,12318
20005,22670
20015,13753
20017,18556
20025,25578
20035,34781
20048,18783
20051,11056
20056,11411
20061,23232
20070,15852
20074,11916
20092,13808
20096,28377
20117,12219
20118,12003
20126,12088
20130,12254
20132,20416
20135,21346
20143,47359
20148,13194
20158,12091
20167,14211
20171,17447
20172,14016
20180,21112
20182,21026
20201,10955
20203,21048
20209,8881
20210,15059
20215,14801
20221,8881
20223,16069
20232,26199
20239,16246
20247,16052
20252,11056
20263,11783
20292,11508
20302,11056
20303,23463
20318,17098
20320,10886
20328,16007
20336,24440
20344,25978
20348,16754
20350,15132
20353,11056
20370,24792
20373,10166
20388,20201
20435,14205
20437,13900
20443,19188
20446,11056
20453,13564
20456,24858
20470,19039
20485,14570
20496,10702
20500,12837
20512,13696
20527,19308
20530,14951
20538,13718
20540,16022
20553,12934
20558,9491
20567,9000
20569,12041
20572,14569
20573,11417
20580,26142
20582,14501
20594,12410
20604,11654
20610,20859
20617,22112
20627,23369
20644,12765
20647,18836
20654,15826
20657,15807
20662,20029
20664,12490
20667,20642
20684,16596
20687,23858
20690,16412
20691,21109
20692,12230
20693,20966
20703,15181
20711,13238
20717,16364
20730,14531
20741,20895
20757,10004
20760,14731
20761,26785
20786,15662
20793,25304
20795,32213
20803,18189
20805,14276
20808,20510
20809,32283
20818,13756
20820,9316
20832,18978
20837,13939
20845,11818
20850,13346
20855,26146
20856,18627
20864,15765
20866,13828
20874,26321
20877,20772
20878,11056
20893,21572
20895,12485
20903,24488
20905,16524
20908,12075
20911,13344
20918,25593
20920,25558
20925,11913
20927,25391
20929,31464
20939,22755
20961,15151
20968,24843
20971,8881
20973,21006
20980,12324
20984,19201
20986,15291
20992,15240
20996,18875
21004,24541
21006,30482
21008,26123
21014,24551
21022,15134
21023,13967
21025,13837
21032,21677
21034,24409
21042,24310
21046,14298
21061,21224
21071,14342
21076,17022
21082,18989
21083,11913
21084,9664
21094,18965
21102,10497
21103,21132
21106,12333
21111,14764
21113,11056
21117,27037
21121,12778
21124,16038
21127,20736
21130,11833
21159,21902
21164,16232
21165,25512
21169,11056
21174,20852
21180,15646
21186,13947
21214,12345
21230,13405
21255,31033
21266,13602
21268,19272
21273,15401
21274,9044
21278,15853
21279,13891
21287,16962
21288,24225
21289,19528
21294,11056
21299,13653
21307,11308
21319,11056
21357,13504
21361,20885
21368,19643
21379,16554
21385,21294
21395,32342
21397,14708
21398,15337
21408,11468
21411,18518
21412,26036
21421,14265
21424,23674
21447,13293
21451,29241
21470,19732
21488,11056
21494,18780
21504,14088
21510,17888
21512,16411
21522,13491
21523,17069
21524,25807
21530,12037
21535,22075
21592,12813
21596,12832
21616,19514
21623,19913
21630,13310
21640,20266
21656,23659
21657,17286
21677,13539
21701,27425
21703,25000
21704,31144
21713,14458
21718,30877
21728,18866
21737,28661
21738,22122
21743,11739
21754,45850
21760,16314
21763,11161
21777,19911
21785,28206
21797,15884
21804,23460
21810,13514
21816,20080
21819,16144
21833,21038
21847,25109
21876,14411
21877,11056
21886,12275
21898,12013
21901,25693
21904,22144
21907,15505
21909,49492
21925,13973
21960,14905
21964,26001
21965,21346
21975,16644
21977,23066
21993,12581
22019,14256
22020,24022
22025,19451
22029,20036
22033,19143
22038,26097
22051,15432
22054,17127
22061,26302
22079,15268
22083,11254
22086,19553
22088,18699
22102,10368
22112,19547
22115,11913
22132,15693
22134,25835
22140,14043
22155,22367
22156,10285
22165,21379
22168,30704
22179,11913
22186,26050
22189,23768
22198,17990
22212,31493
22223,14276
22224,24694
22234,20848
22238,20000
22239,8881
22245,9993
22251,24782
22255,20600
22279,17894
22299,22211
22312,11528
22318,14628
22328,11301
22330,31325
22337,15207
22364,16232
22368,19519
22376,11056
22380,17068
22381,32318
22407,11531
22408,8881
22413,21368
22416,19965
22419,34670
22468,17230
22486,45212
22489,16022
22493,19595
22495,20442
22499,26305
22506,29142
22521,21419
22522,9319
22543,12698
22555,24610
22556,26987
22589,21334
22593,15143
22594,21917
22605,19569
22621,23007
22626,14122
22639,19710
22640,20121
22651,12392
22660,62945
22664,13432
22668,13963
22670,22557
22677,24851
22689,13445
22696,21940
22699,11913
22707,16408
22711,16539
22730,28882
22734,19644
22749,12967
22764,22624
22774,10245
22793,9348
22815,9989
22820,12963
22832,23797
22836,13056
22844,48231
22851,11056
22852,26793
22872,19748
22874,13724
22883,11400
22893,11913
22903,29355
22905,11776
22914,22033
22916,12268
22917,20842
22934,23043
22936,10539
22940,20847
22942,15073
22945,12443
22954,24171
22959,29348
22974,19150
22989,12950
22990,11056
22992,15530
22997,15233
23000,18029
23031,13006
23040,25696
23052,16671
23061,8881
23071,15765
23093,11439
23099,18062
23112,21153
23120,12898
23124,22691
23141,14366
23165,27553
23181,15722
23182,19147
23186,26575
23192,25035
23193,19180
23200,21390
23201,15570
23205,27089
23220,16816
23225,17492
23239,14923
23241,33657
23244,11056
23246,14018
23270,15540
23299,27323
23313,20014
23323,21166
23329,20341
23336,25034
23337,12598
23345,16249
23350,20869
23352,15070
23370,10969
23380,18149
23406,11056
23407,29522
23414,12968
23432,16943
23456,16683
23465,18590
23489,8881
23495,35413
23501,18255
23512,17572
23544,12358
23545,42032
23554,11056
23561,16736
23575,21485
23579,19397
23581,23780
23608,15743
23621,20404
23652,25582
23656,13603
23661,19048
23672,8881
23688,23325
23699,36259
23716,11970
23720,11056
23737,8881
23741,76183
23743,25169
23747,19273
23752,19070
23772,19248
23782,9766
23792,21441
23793,18348
23798,8881
23800,17681
23807,13397
23809,28321
23813,26633
23840,18921
23848,15693
23861,23462
23889,11983
23905,23326
23906,11056
23922,8881
23924,17880
23935,23522
23950,13157
23959,15350
23969,23559
23976,51287
23982,22163
23983,26266
23991,13336
24011,18419
24013,21645
24025,32345
24027,23642
24056,18872
24063,25991
24066,19137
24072,17088
24090,14602
24098,13424
24102,16857
24129,18477
24141,20844
24145,17125
24164,18836
24192,12750
24202,11056
24219,30607
24230,22045
24238,20487
24240,12777
24255,15728
24264,20083
24275,11655
24277,10681
24282,19946
24286,32903
24289,22873
24310,17632
24319,18934
24329,17195
24355,14487
24358,13564
24361,16928
24367,13059
24389,14736
24392,12913
24418,17108
24434,13144
24444,17992
24450,10212
24454,17788
24475,34795
24488,31904
24490,19279
24507,25067
24519,11468
24526,12516
24559,11913
24563,31377
24580,21105
24581,25813
24599,16925
24601,11687
24609,11772
24628,20314
24632,25723
24634,20800
24643,27180
24661,23121
24698,19569
24706,11995
24716,21599
24730,14470
24745,25616
24756,23791
24770,22371
24805,19609
24806,11864
24819,19467
24822,19278
24829,18534
24835,27317
24845,15349
24853,24501
24865,12873
24871,14405
24898,15388
24909,11059
24913,20364
24927,16072
24928,13899
24940,17556
24943,22614
24944,31476
24953,27421
24970,28326
24981,22458
24990,14536
25014,18279
25034,23087
25037,11419
25041,25420
25046,20092
25053,15896
25055,44531
25060,25458
25073,11913
25074,17336
25079,21359
25082,12013
25114,15529
25120,30745
25144,19519
25151,19511
25157,13015
25162,12205
25167,24608
25208,13607
25239,25381
25254,19328
25258,18910
25264,40384
25277,15655
25288,26022
25300,29574
25305,10102
25312,23393
25320,19254
25322,11408
25334,15033
25352,12307
25358,15249
25374,28120
25399,17968
25403,10690
25407,19876
25416,25828
25421,27074
25424,15021
25430,11924
25439,15631
25446,11981
25449,11902
25455,13568
25478,27028
25487,14818
25496,30765
25502,8881
25510,23581
25527,18306
25536,13818
25542,20677
25573,15951
25590,14871
25616,10368
25619,16478
25623,26277
25628,25057
25634,10718
25643,19040
25644,15587
25684,24546
25689,23183
25699,24002
25709,12338
25713,47930
25724,14778
25725,18879
25734,24208
25736,11056
25748,25746
25751,12577
25757,13936
25763,25867
25765,14837
25769,23469
25772,16423
25784,13581
25786,24350
25803,11913
25818,10238
25836,32648
25851,14209
25865,25402
25870,19175
25881,20623
25891,11056
25899,22068
25913,13524
25942,15101
25964,32454
26004,8881
26018,17262
26025,21251
26045,11056
26049,8881
26072,19309
26077,31757
26080,21274
26087,12127
26089,12451
26135,11056
26140,22028
26153,35094
26154,30582
26200,20023
26216,11254
26220,22579
26221,11056
26242,11502
26250,15571
26253,18801
26261,11056
26266,12770
26269,12064
26292,12392
26302,14484
26306,20506
26327,22015
26333,14080
26347,19289
26349,21603
26354,10537
26358,12855
26364,23618
26370,14297
26371,18345
26395,20531
26396,28458
26399,19468
26421,26396
26423,18436
26434,19984
26443,26023
26457,28618
26463,20720
26468,12941
26471,24538
26475,14363
26477,26321
26510,31063
26513,22401
26529,18509
26531,25913
26545,12504
26560,20984
26563,18652
26568,12936
26577,18491
26586,13628
26587,13344
26607,12934
26609,14829
26617,14524
26618,18063
26633,13668
26642,13926
26653,26098
26676,23499
26684,20654
26685,16565
26686,32597
26703,23510
26711,19759
26748,22804
26753,25299
26755,26584
26771,17659
26772,12439
26786,26652
26792,21095
26795,19074
26800,15149
26828,19928
26834,13242
26849,20592
26851,13630
26891,25913
26913,16614
26914,13277
26943,19978
26971,9852
27005,10534
27020,9049
27035,13438
27046,12197
27065,20777
27067,18025
27072,18871
27084,21362
27091,18696
27092,11056
27096,24662
27107,19229
27118,21276
27134,41651
27137,13228
27145,43775
27155,10710
27165,21067
27175,32212
27176,8881
27177,19736
27179,16071
27181,15070
27194,19299
27211,8881
27220,11056
27238,24814
27249,36537
27251,8881
27254,11056
27256,25698
27260,30968
27275,26808
27280,12633
27284,32331
27290,76849
27296,14675
27301,11582
27312,13340
27314,11913
27320,11056
27325,25609
27337,20117
27341,25298
27346,11056
27349,21087
27354,8881
27356,13216
27360,10100
27368,12280
27370,25090
27389,13607
27420,11108
27421,22615
27443,8881
27447,26905
27456,23599
27461,31717
27463,23778
27467,20534
27468,10275
27478,17501
27488,35434
27498,21957
27505,10520
27506,20404
27527,14714
27543,15184
27573,32103
27580,25251
27589,19975
27594,28763
27603,13522
27605,11501
27615,18083
27620,20526
27626,11094
27642,11056
27649,15465
27660,17195
27667,16384
27675,24317
27676,25378
27682,16463
27695,19128
27696,8881
27698,12010
27706,26191
27714,11236
27735,21162
27740,8881
27751,17442
27761,11056
27765,18570
27766,21159
27772,12484
27787,16995
27789,22034
27811,18564
27820,14878
27828,18846
27837,13732
27840,10988
27841,20264
27866,12488
27874,13376
27882,11056
27883,11056
27895,13000
27900,19987
27903,16786
27917,13696
27922,15571
27926,23672
27928,33841
27931,19410
27938,44156
27953,12515
27985,11787
28015,12554
28022,21749
28033,15562
28034,19281
28064,31200
28065,19385
28069,50043
28071,14986
28085,25651
28096,24180
28099,11561
28100,11463
28104,11056
28125,16466
28132,24791
28141,20388
28155,18639
28168,18638
28177,25669
28184,26192
28191,17316
28203,16732
28213,23789
28219,27444
28224,19297
28230,48179
28231,24195
28268,25980
28283,30167
28297,24533
28303,22082
28315,20899
28324,38324
28329,24488
28339,34862
28349,19124
28358,26287
28366,26570
28376,19348
28377,10684
28387,31839
28397,19420
28398,14825
28420,58635
28432,18038
28445,16418
28454,14923
28467,26554
28476,12441
28488,11056
28497,15215
28501,12696
28526,25839
28542,18464
28551,14219
28554,14018
28555,11160
28572,8881
28599,15302
28601,13873
28608,24860
28615,13871
28628,37553
28635,24460
28639,11056
28645,15765
28646,27085
28652,13965
28665,12661
28667,21854
28705,25629
28708,28753
28720,16351
28754,12799
28768,21153
28769,12181
28776,26325
28778,30265
28794,14826
28798,24472
28809,11913
28832,22125
28840,20078
28856,14661
28890,14629
28897,36052
28900,25958
28907,9767
28912,12805
28917,8881
28939,17215
28940,13999
28976,24380
28978,30141
28981,21024
28983,24225
28986,13257
28994,19307
29001,23276
29005,15088
29012,11443
29036,13715
29045,13528
29051,15614
29052,23553
29056,11056
29057,20403
29065,10948
29069,14868
29072,16273
29096,24983
29104,9392
29145,11638
29165,21138
29169,10167
29171,36594
29178,12087
29188,10671
29201,15770
29210,12693
29223,31280
29239,11516
29269,8881
29278,12111
29302,13064
29303,18621
29304,17573
29319,12984
29321,20308
29323,22539
29326,28352
29328,26311
29339,24294
29353,24033
29355,23355
29359,15132
29360,18209
29365,28577
29368,25583
29372,24005
29373,15405
29382,29429
29388,14150
29389,13083
29391,23567
29397,23887
29416,11056
29421,11689
29428,19922
29432,15223
29436,12321
29442,13509
29444,14771
29456,11056
29460,33038
29462,22914
29463,21943
29473,14290
29477,32929
29501,15854
29502,10241
29516,11888
29517,16513
29524,19204
29530,12500
29536,11308
29541,13476
29543,15180
29568,15469
29572,23759
29579,11626
29586,20549
29594,18603
29599,8881
29610,13058
29612,22495
29631,36131
29650,8881
29665,21378
29668,12119
29683,11313
29689,26327
29691,29103
29698,14034
29709,12914
29712,14923
29723,21942
29740,13212
29741,19968
29743,15998
29747,13444
29749,11388
29770,14036
29783,15315
29792,13441
29793,20464
29808,12557
29809,11056
29822,21370
29827,22257
29836,31274
29839,11729
29849,22363
29850,14140
29856,31267
29864,19137
29870,13367
29873,8881
29887,9534
29896,13302
29897,21754
29902,17650
29904,21202
29907,12726
29925,23252
29937,27602
29941,12617
30001,18523
30009,12961
30019,11056
30034,14755
30046,28988
30051,23568
30052,25011
30058,13479
30062,18494
30068,11056
30070,21308
30073,10887
30079,19892
30082,13217
30102,20474
30113,12514
30116,13487
30117,13471
30141,10126
30166,15613
30170,15316
30176,19220
30189,16505
30190,18123
30196,9257
30212,10020
30220,11056
30226,12379
30262,26230
30263,18127
30264,14732
30265,11745
30266,19450
30271,24320
30272,11056
30277,11056
30287,27706
30293,16895
30322,25196
30336,15077
30349,22710
30352,14369
30371,14089
30377,26775
30381,8881
30390,27817
30396,12607
30420,14008
30424,20077
30425,12504
30434,16263
30479,13411
30492,19968
30495,12079
30513,13372
30539,29138
30540,15903
30546,21008
30558,11320
30559,16325
30570,12529
30579,33321
30586,21667
30596,13407
30609,29743
30610,18635
30621,18856
30626,16817
30627,16434
30634,17082
30641,17179
30654,21893
30672,13614
30676,22837
30680,24103
30683,12426
30690,14749
30701,8963
30708,14150
30712,11056
30730,19645
30763,21335
30767,21404
30768,17675
30769,13538
30770,14656
30774,10363
30781,30743
30789,15317
30804,15835
30811,27760
30831,26867
30846,19386
30847,21425
30861,25079
30867,16107
30873,11443
30875,11056
30887,23909
30893,14759
30898,21370
30907,25986
30917,30168
30918,18260
30945,11866
30947,12425
30988,16777
30990,20156
31003,12057
31005,21607
31048,13638
31052,16073
31054,19456
31078,21796
31102,12872
31103,16092
31110,28591
31111,15234
31123,11056
31129,15925
31154,22726
31166,23094
31172,21888
31181,20392
31196,12899
31197,14011
31200,18845
31213,13252
31220,22977
31234,20327
31244,17613
31246,11056
31289,15593
31293,11056
31325,10861
31327,18138
31330,15633
31356,24205
31373,15753
31375,13190
31376,21261
31378,14018
31386,10089
31391,17896
31394,13092
31410,34402
31422,31187
31429,15414
31431,12044
31433,26265
31443,13451
31459,25833
31466,19450
31470,15996
31480,14680
31485,23648
31491,19512
31500,25654
31507,18432
31511,25590
31522,25859
31552,24197
31583,27007
31587,18513
31590,21069
31606,69499
31620,19322
31626,21327
31635,32274
31636,31340
31649,15428
31664,13186
31674,9372
31684,11056
31687,21293
31693,30314
31701,25827
31703,16905
31709,15036
31722,30002
31724,21821
31729,69173
31730,14409
31733,15226
31744,11167
31758,14511
31774,16319
31785,18484
31796,12276
31798,26429
31813,19374
31814,15905
31816,11056
31833,24045
31852,24591
31863,13711
31867,21220
31874,11056
31889,14398
31890,12766
31897,14699
31900,19326
31911,11913
31928,24254
31938,18904
31946,14186
31955,13176
31957,21247
31970,17334
31984,9049
31995,23692
32013,14354
32021,14876
32024,18069
32031,16668
32033,23928
32037,12274
32043,15774
32044,17925
32049,12637
32052,18277
32056,24587
32064,20902
32072,20245
32089,25342
32100,30372
32103,23296
32105,17601
32111,27715
32118,20033
32124,15149
32128,10790
32135,20701
32148,25032
32157,12937
32159,12608
32164,16562
32180,12188
32198,18716
32203,11056
32215,15139
32227,12229
32230,25526
32247,24944
32249,23235
32255,12040
32267,18399
32268,23784
32279,23220
32283,11913
32286,19932
32288,12837
32289,19775
32291,8881
32300,11503
32302,20842
32329,20592
32334,13791
32344,14626
32354,22168
32364,12617
32367,24949
32369,15515
32372,35300
32394,12759
32401,25859
32403,21000
32417,31303
32419,15322
32423,32394
32432,20475
32438,20005
32451,27235
32454,11312
32460,12300
32473,14682
32494,24540
32513,25465
32516,20625
32523,11143
32525,11834
32534,11056
32546,8994
32562,22081
32563,20213
32583,14400
32586,22765
32592,13402
32608,24633
32612,17756
32626,45408
32629,24170
32649,22950
32664,24030
32669,13711
32674,14668
32685,26099
32697,25668
32708,12569
32728,15835
32745,14225
32752,21292
32765,96226
32766,26119
32767,8881
32781,19504
32782,12091
32787,15870
32797,15114
32813,23952
32829,13644
32835,16395
32841,9973
32862,23054
32870,17350
32871,21347
32875,14895
32879,20130
32880,18614
32903,12924
32914,20340
32917,15794
32928,27847
32930,20885
32949,23780
32957,11056
32976,12950
32991,9482
33020,9513
33025,10666
33046,17554
33050,28712
33066,21171
33068,11664
33070,11943
33089,12368
33093,24823
33095,13015
33119,14551
33140,18456
33158,23517
33159,15202
33161,14090
33194,19425
33195,8881
33212,14949
33251,10075
33265,30560
33273,24024
33282,24793
33290,24151
33293,44149
33300,11439
33310,16133
33311,14816
33323,10770
33325,16004
33345,21108
33371,17462
33382,30945
33391,28260
33398,14429
33403,10704
33411,47214
33414,25002
33440,13607
33443,25602
33463,18699
33465,13268
33473,16481
33475,29431
33499,19146
33501,15713
33517,8905
33522,74131
33523,25786
33525,25951
33533,18183
33550,8881
33556,8881
33560,15356
33581,13090
33593,17468
33595,28629
33610,24972
33621,22726
33623,19543
33632,14747
33635,14064
33638,12211
33642,12169
33643,23535
33646,24545
33647,17255
33657,20774
33663,15562
33666,21162
33669,25921
33690,10644
33700,18234
33717,44938
33739,16778
33752,22699
33755,26327
33759,26438
33776,9981
33777,18670
33795,18867
33809,22455
33819,25395
33830,9024
33833,13026
33834,11056
33836,14549
33845,26808
33872,35437
33873,14739
33879,32349
33883,12248
33886,10315
33889,20894
33897,15368
33901,26097
33903,24439
33911,31758
33912,30176
33923,26437
33927,14886
33933,11056
33959,36229
33963,8881
33967,8881
33996,15690
34003,11987
34029,9714
34034,26000
34037,13743
34040,15888
34063,30170
34071,14890
34073,29783
34110,31647
34112,16900
34125,22925
34149,12688
34152,16251
34156,21753
34159,22628
34165,17167
34172,19065
34177,25678
34183,8881
34187,15790
34191,20276
34203,21094
34212,15560
34227,23984
34254,16267
34269,25904
34270,18031
34281,13709
34295,24341
34296,20044
34318,12800
34322,15223
34335,18656
34342,13250
34361,17165
34383,13008
34395,13197
34396,11056
34410,38313
34443,12948
34445,16850
34458,51207
34460,8881
34472,12402
34499,13088
34502,11913
34504,30482
34529,14091
34545,20699
34547,21267
34555,13092
34570,19998
34571,14378
34574,29607
34583,16605
34593,17737
34620,30076
34629,15372
34649,11597
34654,11521
34657,13954
34663,14568
34676,18492
34682,15144
34693,26280
34695,23193
34709,17884
34711,16765
34714,42082
34734,13768
34741,11056
34746,18809
34752,10642
34767,11189
34784,11056
34798,19718
34801,20672
34812,18067
34826,17199
34828,12572
34832,13453
34841,19100
34844,14142
34850,14455
34863,27211
34869,16627
34871,12076
34882,31050
34901,14484
34904,13901
34910,20306
34916,14792
34921,11596
34924,24453
34930,19977
34937,21192
34973,15717
34976,14159
34980,14925
34993,15064
34998,13775
35005,15450
35008,17992
35034,11056
35035,11703
35037,12578
35046,25335
35048,12130
35055,16842
35056,26275
35059,10149
35060,24759
35067,22752
35070,14605
35077,11861
35078,18250
35079,19650
35087,16553
35089,9728
35091,16613
35097,12236
35104,11728
35128,13836
35132,8881
35135,11430
35140,20245
35143,19708
35146,13594
35159,12383
35164,13862
35170,88823
35182,23843
35193,11686
35207,15040
35208,23022
35213,16077
35215,24259
35220,16555
35225,14807
35228,20002
35239,17159
35241,12980
35245,14927
35247,19239
35252,11582
35254,38034
35257,36124
35259,13685
35274,16612
35275,18200
35286,29155
35298,16507
35300,17087
35301,12949
35304,14762
35305,19888
35306,17413
35315,16408
35332,20892
35336,24095
35343,12446
35345,19296
35349,10077
35351,13155
35352,19940
35353,18596
35358,24560
35366,13966
35377,11716
35379,25879
35398,12163
35399,17455
35403,15330
35415,27548
35420,10926
35421,20800
35429,11567
35434,17844
35438,12847
35449,19908
35464,32769
35469,19632
35475,12597
35484,20364
35487,8881
35491,19500
35497,11056
35498,21338
35504,22817
35520,16114
35532,16895
35544,15965
35552,19413
35558,20799
35566,24750
35567,11390
35584,11056
35586,32102
35588,21803
35596,13736
35597,26479
35608,11423
35611,18507
35620,10798
35643,12221
35659,21087
35667,34905
35671,19681
35685,21197
35701,22878
35704,19619
35708,13526
35709,29252
35724,20609
35733,19205
35736,12260
35737,12511
35749,29850
35752,16065
35753,12918
35802,21983
35804,14038
35807,19029
35820,14066
35822,15662
35828,19966
35842,14876
35847,22509
35851,30750
35854,12332
35860,16583
35868,10185
35880,17205
35885,14681
35906,30155
35907,13861
35911,28644
35914,13051
35915,27560
35929,19997
35940,19665
35942,8881
35948,15123
35956,17589
35963,11105
35967,11913
35973,40727
35984,18147
35992,17729
35993,13398
35998,21783
36010,19894
36017,13896
36021,52285
36030,16697
36031,12471
36033,14510
36047,21244
36048,47068
36066,42070
36070,18833
36090,25148
36095,16990
36101,33980
36102,11056
36111,10861
36131,30770
36133,24810
36134,12682
36139,11066
36149,23313
36151,12294
36157,11056
36161,11056
36162,11056
36164,12479
36182,12786
36208,17156
36228,17874
36234,24932
36243,14359
36245,19937
36251,12061
36263,13310
36265,10873
36267,11913
36280,12014
36284,11940
36287,11664
36289,17264
36301,10325
36313,20640
36322,35208
36325,20182
36333,18538
36375,30844
36383,25640
36391,13793
36401,23778
36413,23919
36431,20607
36439,24831
36454,18635
36458,14050
36461,20904
36464,18963
36471,13675
36474,17174
36485,10357
36486,20982
36493,22617
36499,14608
36511,17571
36517,20926
36519,20293
36522,16817
36532,13591
36550,15442
36551,45278
36567,25644
36571,24429
36587,23682
36594,41810
36599,17358
36607,16241
36608,20628
36612,30933
36616,14882
36627,31078
36634,11768
36640,14200
36645,23287
36660,15050
36667,15317
36675,23284
36682,20436
36696,15580
36697,11926
36714,20447
36719,31283
36729,16832
36747,13162
36748,11377
36755,23854
36763,22101
36772,25529
36776,11056
36789,13453
36793,11056
36801,24904
36812,18888
36813,8881
36820,9360
36837,19882
36860,31359
36862,15026
36883,15833
36887,18994
36909,17547
36914,16987
36923,12249
36927,36321
36933,13574
36958,11913
36964,11303
36979,11286
36989,24588
36991,18020
37014,21102
37022,15687
37024,18210
37029,13164
37031,15681
37036,26102
37056,14212
37058,19663
37063,26281
37067,38568
37078,12078
37080,18264
37087,26700
37088,8881
37105,23960
37106,14725
37110,38379
37111,14184
37113,19361
37116,20965
37119,24696
37124,14860
37129,16528
37141,20994
37146,14605
37151,14854
37153,12727
37158,23230
37167,19813
37175,26803
37176,19819
37178,12522
37181,10661
37204,19888
37215,19696
37227,18443
37234,16653
37247,16705
37264,13396
37282,16124
37283,21948
37284,15246
37291,13462
37300,30562
37327,11056
37329,13326
37335,20648
37350,18881
37365,10720
37366,13224
37382,21084
37391,20320
37409,19687
37418,26289
37446,14733
37467,25008
37475,23637
37482,21600
37489,10379
37493,19260
37495,11908
37498,12187
37501,17082
37505,20430
37508,25286
37528,11056
37546,53957
37551,11056
37556,14531
37560,11056
37561,11752
37563,11636
37569,12089
37579,13955
37590,8881
37595,18185
37599,13472
37603,40913
37604,23496
37610,8881
37617,16825
37621,12681
37630,23213
37642,30161
37653,15125
37656,19874
37671,15115
37676,10203
37681,20147
37683,20991
37700,11050
37704,17408
37711,11056
37715,11179
37722,20787
37726,12379
37727,25703
37731,23731
37740,15635
37743,10052
37754,23228
37757,13352
37759,26864
37779,14451
37833,25762
37845,12319
37847,11177
37854,39139
37865,9270
37867,24844
37872,11445
37873,13802
37874,22787
37875,22160
37881,11486
37884,8881
37886,21052
37889,17296
37890,26217
37892,16279
37904,22669
37922,13368
37924,23647
37933,26307
37937,17712
37950,20381
37963,32376
37976,24154
37988,20092
37996,16335
38000,11056
38005,11833
38035,21088
38036,21092
38037,11056
38048,12209
38059,15510
38067,12240
38068,19241
38076,16923
38087,29526
38093,12837
38105,25260
38123,8897
38133,27297
38142,8960
38151,15305
38168,33027
38173,17729
38175,20123
38176,32259
38179,8881
38183,23851
38215,8904
38218,19455
38253,26326
38254,12712
38269,13291
38284,22970
38286,17453
38289,26024
38301,14369
38310,13271
38311,19458
38314,24562
38338,25461
38342,11769
38353,26332
38374,30638
38377,20219
38381,12159
38383,13379
38384,30307
38388,25156
38395,30066
38401,8881
38404,11127
38410,12263
38431,14527
38434,24679
38435,21676
38439,24156
38447,20601
38455,14729
38466,14266
38470,12658
38481,20661
38490,26397
38502,10878
38513,17392
38529,28216
38537,19279
38540,11197
38541,25647
38543,21636
38562,19478
38581,14213
38596,20216
38598,14297
38604,15621
38607,23635
38627,10432
38641,11056
38657,27552
38663,20768
38671,19459
38686,21367
38697,12607
38704,12786
38709,11781
38718,17561
38720,17092
38726,9902
38751,23988
38780,12777
38784,14909
38794,27275
38802,16234
38804,21396
38807,23753
38837,31681
38845,11056
38847,16203
38859,26886
38867,18487
38884,16335
38887,29330
38893,16308
38894,25000
38906,25054
38910,15271
38948,19850
38952,25831
38954,20415
38961,42900
38963,28643
38979,10759
38993,18259
38995,17007
38997,19347
39001,12729
39007,8881
39037,11056
39044,15525
39051,15208
39064,12537
39073,12047
39074,23052
39083,11116
39087,11056
39088,19921
39097,30903
39111,11056
39145,8881
39148,18828
39151,20546
39156,11056
39158,11056
39164,20199
39166,15461
39187,17999
39190,14447
39192,14613
39195,11671
39207,13037
39247,25816
39271,18559
39275,16019
39288,31971
39309,13441
39312,22650
39322,17513
39328,23770
39330,24655
39358,34193
39369,19338
39379,25592
39383,17622
39394,14233
39403,14129
39406,31964
