id,Job_desc,ECO_SECT,WORK_CONDITION,type_of_contract,Labor_force_status,job_dep,Working_hours,earnings,employer_type,EMPLOYEE_COUNT
16238,"461b","CM","P","CDI","O","24",1208,17225,"ct_9","tr_2"
16244,"526a","QA","C","CDI","O","24",288,11185,"ct_8","tr_6"
16255,"473c","DZ","C","CDI","O","24",1810,33081,"ct_9","tr_5"
16260,"524c","OZ","C","CDI","O","24",1885,18240,"ct_2","tr_3"
16262,"526e","QA","C","CDI","O","24",2180,20011,"ct_9","tr_3"
16265,"635a","CB","C","CDI","O","24",1994,36541,"ct_9","tr_6"
16278,"373c","NZ","C","CDI","O","75",1716,54690,"ct_9","tr_5"
16279,"422e","PZ","P","AUT","O","24",303,2165,"ct_1","tr_5"
16282,"551a","GZ","C","CDI","O","24",1502,15338,"ct_9","tr_1"
16297,"681a","FZ","C","CDI","O","24",1753,21133,"ct_9","tr_1"
16299,"632b","CG","C","CDI","O","24",613,5534,"ct_9","tr_4"
16300,"381c","AZ","C","CDI","O","24",1560,29845,"ct_9","tr_3"
16302,"526a","QA","C","CDI","O","24",1667,19732,"ct_9","tr_5"
16311,"477b","FZ","C","CDI","O","24",1673,25830,"ct_9","tr_3"
16324,"433d","GZ","C","CDI","O","24",1804,19624,"ct_9","tr_2"
16326,"385b","CG","C","CDI","O","24",1771,58482,"ct_9","tr_3"
16332,"526e","QA","C","CDI","O","24",2081,20722,"ct_9","tr_3"
16333,"554b","GZ","C","CDI","O","24",1553,13371,"ct_9","tr_2"
16340,"451a","HZ","C","CDI","O","24",1839,25771,"ct_9","tr_3"
16344,"526a","QA","C","CDI","O","24",288,11467,"ct_8","tr_6"
16350,"563b","QB","C","CDI","O","33",1218,12470,"ct_9","tr_0"
16352,"676e","QB","C","CDI","O","24",228,3057,NA,NA
16360,"461b","HZ","C","CDI","O","24",1910,31486,"ct_9","tr_2"
16363,"621g","BZ","C","CDI","O","24",1729,23241,"ct_9","tr_2"
16366,"423b","PZ","C","CDD","O","24",1358,14026,"ct_8","tr_3"
16367,"554c","GZ","C","CDD","O","24",636,7358,"ct_9","tr_2"
16369,"655a","HZ","C","CDI","O","24",2187,38718,"ct_9","tr_5"
16376,"554e","GZ","C","CDI","O","24",1429,12733,"ct_9","tr_2"
16379,"451a","HZ","P","CDI","O","47",1274,15103,"ct_9","tr_4"
16390,"525d","QA","C","CDI","O","24",1482,15896,"ct_8","tr_6"
16400,"342c","PZ","P","CDI","O","24",1951,33066,"ct_8","tr_3"
16405,"542a","KZ","P","CDI","O","24",1280,12081,"ct_9","tr_1"
16409,"622a","CJ","C","CDI","O","16",1821,16678,"ct_9","tr_3"
16433,"643a","HZ","C","CDI","O","24",2018,19178,"ct_9","tr_5"
16439,"451a","HZ","C","CDI","O","24",1818,25406,"ct_9","tr_3"
16445,"372e","MA","P","CDI","O","24",516,5417,"ct_9","tr_1"
16457,"624c","CH","P","CDI","O","24",1294,15475,"ct_9","tr_3"
16463,"525d","QA","C","AUT","O","24",1747,21679,"ct_3","tr_5"
16468,"461b","GZ","C","CDI","O","24",1611,23760,"ct_9","tr_2"
16472,"636d","IZ","C","CDI","O","24",418,4021,"ct_9","tr_1"
16483,"526a","QA","C","CDI","O","24",1648,20416,"ct_8","tr_6"
16495,"542a","FZ","C","CDI","O","33",1820,19895,"ct_9","tr_2"
16498,"372d","PZ","C","CDI","O","24",1732,37078,"ct_8","tr_4"
16512,"486d","MA","C","CDI","O","17",1820,23576,"ct_9","tr_3"
16525,"461f","HZ","C","CDI","O","19",2200,38491,"ct_9","tr_4"
16531,"534a","NZ","C","CDI","O","33",709,7737,"ct_9","tr_3"
16534,"628g","CB","C","CDI","O","24",1626,13410,"ct_9","tr_4"
16536,"632a","FZ","C","CDI","O","24",1820,15084,"ct_6","tr_1"
16540,"641b","HZ","P","CDI","O","33",564,4867,"ct_9","tr_3"
16542,"377a","IZ","C","CDI","O","24",1563,18472,"ct_9","tr_2"
16543,"563b","QB","P","CDI","O","24",1546,22820,"ct_8","tr_4"
16544,"563c","TZ","N","CDI","O","24",377,3909,"ct_7","tr_0"
16546,"461f","NZ","C","CDI","O","24",1784,33109,"ct_9","tr_1"
16548,"526a","QA","C","AUT","O","24",1670,19484,"ct_3","tr_6"
16573,"542a","MA","C","CDI","O","24",1101,11838,"ct_6","tr_1"
16589,"563b","QB","P","CDI","O","24",1349,11469,"ct_8","tr_5"
16598,"434e","QB","C","CDD","O","24",1610,17405,"ct_8","tr_3"
16611,"526a","QB","C","CDD","O","19",651,7481,"ct_2","tr_4"
16615,"526a","QA","C","AUT","O","24",1953,27413,"ct_3","tr_6"
16617,"477b","MC","C","CDI","O","24",956,10742,"ct_9","tr_1"
16623,"373b","DZ","C","CDI","O","33",1820,47775,"ct_9","tr_4"
16625,"563a","QB","N","CDI","O","24",2596,8698,"ct_7","tr_0"
16638,"461d","MA","C","CDI","O","24",1819,32329,"ct_9","tr_2"
16650,"525d","NZ","P","CDI","O","24",1463,15854,"ct_8","tr_5"
16651,"674b","CA","C","CDD","O","24",1839,22927,"ct_9","tr_6"
16653,"637b","CM","C","CDI","O","24",1694,21166,"ct_9","tr_1"
16672,"684a","NZ","C","CDI","O","33",268,2086,NA,"tr_2"
16674,"628g","CG","C","CDI","O","24",1801,22232,"ct_9","tr_5"
16682,"465c","MC","C","CDI","O","24",1302,10795,"ct_9","tr_3"
16690,"643a","HZ","C","CDI","O","33",1717,17464,"ct_9","tr_1"
16695,"526e","QA","C","CDI","O","24",2171,22665,"ct_9","tr_3"
16696,"461e","MA","P","CDI","O","24",834,18856,"ct_9","tr_1"
16697,"621e","MA","C","CDI","O","24",1971,22841,"ct_9","tr_3"
16715,"341a","PZ","C","CDI","O","24",1820,49507,"ct_8","tr_3"
16719,"681b","FZ","C","CDI","O","24",1722,17411,"ct_6","tr_1"
16728,"525d","IZ","C","CDI","O","24",1514,15087,"ct_9","tr_3"
16733,"526d","NZ","C","CDI","O","24",1820,16136,"ct_8","tr_5"
16735,"673c","CL","C","CDI","O","24",526,4118,"ct_9","tr_5"
16738,"636d","IZ","C","CDI","O","24",1356,13184,"ct_9","tr_1"
16741,"431f","QA","C","CDI","O","24",1676,23178,"ct_9","tr_4"
16756,"543b","MA","C","CDI","O","24",1821,35778,"ct_9","tr_2"
16758,"423b","PZ","C","CDI","O","87",1893,22194,"ct_1","tr_4"
16759,"335a","OZ","N","AUT","O","24",607,28810,"ct_2","tr_4"
16762,"525d","QA","P","CDI","O","24",823,8439,"ct_8","tr_6"
16768,"486e","IZ","C","CDI","O","24",992,13297,"ct_9","tr_3"
16774,"526a","QB","C","CDI","O","24",1091,12031,"ct_9","tr_4"
16787,"526a","QB","C","CDI","O","24",1860,22750,"ct_3","tr_4"
16789,"543b","MA","C","CDI","O","16",1820,38032,"ct_8","tr_3"
16793,"562a","SZ","C","APP","A","24",819,4355,"ct_9","tr_1"
16797,"380a","CK","C","CDI","O","24",1820,19769,"ct_9","tr_1"
16807,"673a","CH","C","CDI","O","16",1701,25415,"ct_6","tr_1"
16820,"621f","EZ","C","AUT","O","24",1834,21176,"ct_2","tr_6"
16823,"434d","QB","C","CDI","O","24",1312,27412,"ct_8","tr_4"
16831,"431f","QA","C","CDI","O","24",1826,26007,"ct_9","tr_5"
16836,"636d","IZ","P","TOA","O","24",582,7086,"ct_6","tr_0"
16838,"561d","IZ","P","CDI","O","24",465,4701,"ct_9","tr_3"
16840,"676e","QB","C","CDI","O","24",228,3034,NA,NA
16849,"542a","MA","C","CDI","O","24",1820,26187,"ct_9","tr_1"
16850,"382d","FZ","C","CDI","O","33",1322,22274,"ct_9","tr_1"
16859,"631a","NZ","C","CDI","O","24",1915,17334,"ct_9","tr_3"
16866,"543g","CB","C","CDI","O","24",1659,22678,"ct_9","tr_5"
16876,"681a","FZ","C","CDI","O","25",620,9685,"ct_9","tr_2"
16887,"682a","GZ","C","APP","A","25",728,3698,"ct_9","tr_1"
16889,"673c","CL","C","CDI","O","25",1384,15465,"ct_9","tr_6"
16893,"465b","JA","C","CDI","O","25",1943,41917,"ct_9","tr_4"
16900,"479b","CL","C","CDI","O","25",1558,27440,"ct_9","tr_6"
16902,"483a","CH","C","CDI","O","25",1689,20196,"ct_9","tr_1"
16908,"388a","JA","C","CDI","O","75",1606,18229,"ct_9","tr_1"
16909,"676e","CL","C","CDI","O","25",1510,15921,"ct_9","tr_5"
16919,"628a","CA","C","CDI","O","25",1517,17192,"ct_9","tr_4"
16923,"684a","NZ","P","CDI","O","25",1655,15930,"ct_9","tr_4"
16927,"545d","OZ","P","CDI","O","25",1664,20561,"ct_8","tr_2"
16950,"641b","HZ","P","CDI","O","25",551,11852,"ct_9","tr_4"
16951,"552a","GZ","P","CDI","O","25",1330,10399,"ct_9","tr_5"
16955,"641a","HZ","C","CDI","O","88",2174,27873,"ct_9","tr_3"
16956,"641a","HZ","C","CDI","O","25",2200,23828,"ct_9","tr_3"
16970,"534a","NZ","C","CDI","O","25",1837,22677,"ct_9","tr_5"
16979,"526d","QB","P","CDI","O","25",1417,16416,"ct_8","tr_3"
16985,"526c","QB","P","CDI","O","25",1482,8356,"ct_8","tr_2"
17002,"684a","NZ","P","CDI","O","25",1008,13335,"ct_9","tr_5"
17016,"434a","QB","C","CDI","O","25",1800,37550,"ct_8","tr_3"
17019,"542a","CI","C","CDI","O","25",1415,17095,"ct_9","tr_2"
17034,"388a","MA","C","CDI","O","90",1699,20732,"ct_9","tr_6"
17037,"675a","CB","N","TTP","O","25",432,3789,NA,NA
17049,"526a","QA","P","CDI","O","25",1069,12618,"ct_8","tr_2"
17055,"674c","CA","C","CDI","O","25",1289,11783,"ct_1","tr_2"
17059,"543h","FZ","P","AUT","X","39",230,531,"ct_9","tr_1"
17062,"526d","QB","C","CDI","O","25",1820,23952,"ct_8","tr_4"
17091,"534a","NZ","C","CDI","O","25",1840,15456,"ct_9","tr_1"
17100,"526a","QA","C","CDI","O","25",1792,16022,"ct_9","tr_6"
17101,"626a","CL","C","CDI","O","25",1540,32735,"ct_9","tr_6"
17111,"628g","CL","C","CDI","O","25",1618,20991,"ct_9","tr_6"
17118,"621g","BZ","C","CDI","O","25",1835,41245,"ct_9","tr_1"
17133,"641a","HZ","C","CDI","O","25",2089,21831,"ct_9","tr_5"
17138,"421b","PZ","C","AUT","O","25",1120,13868,"ct_2","tr_1"
17140,"628a","CJ","C","CDI","O","90",1560,20827,"ct_9","tr_5"
17144,"563a","QB","N","CDI","O","25",3000,18136,"ct_7","tr_1"
17147,"641a","HZ","C","CDI","O","25",2076,19283,"ct_9","tr_4"
17157,"632j","FZ","C","CDI","O","70",1669,28469,"ct_9","tr_2"
17165,"671c","NZ","C","TTP","O","25",584,4866,"ct_9","tr_0"
17169,"534a","NZ","C","CDI","O","67",1114,12345,"ct_9","tr_0"
17175,"333c","HZ","C","CDI","O","25",1820,47125,"ct_9","tr_1"
17186,"463e","GZ","C","CDI","O","25",1788,17667,"ct_9","tr_1"
17197,"621d","FZ","C","CDI","O","39",1539,21454,"ct_9","tr_3"
17203,"632f","FZ","C","CDI","O","25",1673,25387,"ct_9","tr_3"
17210,"344a","QA","C","CDI","O","25",1810,53973,"ct_9","tr_6"
17212,"526e","QA","C","CDI","O","25",1981,21863,"ct_9","tr_1"
17224,"525d","QB","P","CDI","O","25",749,8306,"ct_8","tr_3"
17225,"681b","FZ","C","CDI","O","25",1054,11910,"ct_6","tr_1"
17233,"477c","IZ","C","CDI","O","21",2007,31946,"ct_9","tr_4"
17235,"534a","NZ","C","CDI","O","67",1114,12846,"ct_9","tr_0"
17238,"423b","CG","C","CDI","O","25",1420,21575,"ct_9","tr_5"
17240,"467c","KZ","C","CDI","O","21",1790,22281,"ct_9","tr_6"
17246,"554c","GZ","C","CDI","O","25",456,12667,"ct_9","tr_4"
17262,"461d","CG","C","CDI","O","25",1888,34939,"ct_9","tr_5"
17270,"526b","QA","P","CDI","O","25",1730,34377,"ct_6","tr_1"
17273,"628g","NZ","C","CDI","O","25",137,2748,NA,"tr_3"
17280,"525d","QB","P","CDI","O","25",749,9311,"ct_8","tr_3"
17296,"333e","OZ","P","CDI","O","25",152,1549,NA,NA
17317,"344d","GZ","C","CDI","O","25",1721,33166,"ct_9","tr_2"
17319,"552a","GZ","C","CDD","O","25",1538,15491,"ct_9","tr_3"
17322,"524c","OZ","P","CDD","O","25",762,7093,"ct_2","tr_6"
17329,"553c","MC","C","TTP","O","92",193,1572,NA,NA
17344,"478d","FZ","C","CDI","O","57",1337,12714,"ct_9","tr_3"
17350,"562b","SZ","C","CDI","O","25",398,3044,NA,NA
17355,"431d","SZ","C","CDI","O","25",1799,23413,"ct_8","tr_1"
17368,"431f","QA","C","CDI","O","25",1770,20492,"ct_3","tr_6"
17370,"521a","HZ","C","CDI","O","25",1867,19600,"ct_9","tr_3"
17374,"675b","CC","C","CDI","O","25",1981,15472,"ct_9","tr_1"
17377,"684a","NZ","C","AUT","O","25",175,1576,NA,"tr_1"
17380,"621a","OZ","C","AUT","O","25",1820,24346,"ct_1","tr_4"
17390,"636a","CA","C","CDI","O","25",2005,23111,"ct_9","tr_2"
17391,"563a","QB","N","CDI","O","25",3000,17486,"ct_7","tr_1"
17392,"634c","GZ","C","CDI","O","25",1610,19582,"ct_9","tr_1"
17398,"434d","QB","C","AUT","O","25",1831,27788,"ct_2","tr_6"
17404,"563a","QB","N","CDI","O","25",2546,6550,"ct_7","tr_1"
17406,"462b","GZ","C","CDI","O","25",1792,27797,"ct_9","tr_5"
17409,"483a","CH","C","CDI","O","90",1690,28009,"ct_9","tr_5"
17418,"675a","CB","C","CDI","O","25",1854,16633,"ct_9","tr_5"
17426,"525b","PZ","P","CDI","O","25",1408,12104,"ct_8","tr_5"
17428,"385c","CL","C","CDI","O","25",1441,39663,"ct_9","tr_6"
17429,"376b","KZ","C","CDI","O","25",1820,43989,"ct_9","tr_6"
17431,"344b","OZ","C","CDI","O","25",1880,59957,"ct_4","tr_3"
17434,"422e","PZ","C","CDI","O","25",1149,14181,"ct_8","tr_1"
17437,"534a","NZ","C","CDI","O","54",1932,21714,"ct_9","tr_4"
17442,"634a","CL","C","CDI","O","25",777,12308,"ct_9","tr_1"
17444,"674c","CA","C","CDI","O","25",1820,21604,"ct_9","tr_5"
17447,"563a","QB","N","CDI","O","25",3000,12535,"ct_7","tr_1"
17451,"521a","HZ","C","CDI","O","25",1670,16469,"ct_9","tr_6"
17477,"387c","CL","C","CDI","O","25",1820,49353,"ct_9","tr_5"
17479,"435b","SZ","C","CDI","O","25",132,3614,NA,NA
17486,"552a","GZ","P","CDI","O","25",233,1988,"ct_9","tr_3"
17490,"632k","QB","C","CDI","O","25",1808,18024,"ct_8","tr_4"
17495,"461b","SZ","C","CDI","O","25",1820,27119,"ct_4","tr_4"
17511,"463c","GZ","C","APP","A","25",581,3836,"ct_9","tr_1"
17513,"526a","QA","C","CDI","O","25",1428,14172,"ct_8","tr_1"
17518,"481a","QB","C","CDI","O","25",1962,39527,"ct_8","tr_1"
17523,"684a","NZ","C","CDI","O","25",2154,21085,"ct_9","tr_5"
17524,"478a","MA","C","CDI","O","25",1659,33427,"ct_9","tr_1"
17534,"463b","GZ","C","CDI","O","25",2200,39397,"ct_9","tr_1"
17537,"653a","CG","C","CDI","O","25",1533,21522,"ct_9","tr_5"
17541,"477a","CL","C","CDI","O","25",1609,22050,"ct_9","tr_6"
17544,"563b","QB","P","CDI","O","25",725,6489,"ct_9","tr_4"
17553,"563b","QB","C","AUT","X","25",904,7875,"ct_9","tr_1"
17557,"673c","CH","C","CDI","O","25",1537,17349,"ct_9","tr_3"
17561,"655a","CL","C","CDI","O","25",1592,25980,"ct_9","tr_6"
17571,"386d","MA","C","CDI","O","25",1604,40760,"ct_9","tr_2"
17574,"621b","FZ","C","CDI","O","78",1750,22922,"ct_9","tr_6"
17580,"563b","QB","C","CDI","O","25",931,8967,NA,NA
17589,"632k","QB","P","CDI","O","25",1015,11443,"ct_8","tr_2"
17597,"526a","QA","C","CDI","O","25",1832,20325,"ct_9","tr_6"
17613,"534a","NZ","C","CDI","O","93",1706,19550,"ct_9","tr_1"
17615,"673c","CL","C","CDI","O","25",1361,14485,"ct_9","tr_6"
17616,"481b","FZ","C","CDI","O","42",1688,29584,"ct_9","tr_0"
17624,"563a","QB","N","CDI","O","25",3000,16331,"ct_7","tr_1"
17633,"525d","QB","C","CDI","O","25",2050,20012,"ct_8","tr_4"
17636,"484b","CH","C","CDI","O","25",1699,25271,"ct_9","tr_5"
17638,"478a","CB","C","CDI","O","39",1882,37042,"ct_9","tr_2"
17639,"674c","CA","C","CDI","O","25",1820,16644,"ct_9","tr_1"
17643,"625g","CA","C","CDI","O","25",1933,25592,"ct_9","tr_3"
17646,"676c","CG","C","CDI","O","25",1760,24420,"ct_9","tr_6"
17654,"433d","GZ","P","CDI","O","25",1678,21117,"ct_9","tr_1"
17680,"524b","SZ","P","TOA","O","25",1335,16045,"ct_8","tr_2"
17685,"422e","PZ","C","CDI","O","07",1526,12351,"ct_8","tr_4"
17690,"641a","GZ","C","CDI","O","26",1803,24970,"ct_9","tr_0"
17695,"542a","MA","C","CDI","O","84",1529,13311,"ct_9","tr_1"
17698,"553b","GZ","C","CDI","O","26",1799,17073,"ct_9","tr_1"
17705,"543g","NZ","C","CDI","O","26",1405,17505,"ct_9","tr_3"
17707,"433a","QA","C","CDI","O","26",1662,27765,"ct_9","tr_1"
17712,"431d","QA","C","CDI","O","26",1677,32950,"ct_9","tr_1"
17718,"641b","HZ","C","TOA","O","26",721,6104,"ct_9","tr_4"
17720,"554j","GZ","P","CDI","O","26",195,2492,"ct_9","tr_1"
17726,"462e","CM","C","CDI","O","26",1580,21308,"ct_9","tr_0"
17730,"542a","FZ","P","CDI","O","26",1020,8743,"ct_9","tr_1"
17736,"433a","NZ","C","CDI","O","26",2081,31100,"ct_9","tr_2"
17743,"683a","CM","C","APP","A","26",1470,7730,"ct_9","tr_1"
17750,"377a","NZ","C","CDI","O","31",1778,28404,"ct_9","tr_4"
17755,"621c","FZ","C","CDI","O","38",1428,20692,"ct_9","tr_4"
17757,"475b","CE","C","CDI","O","07",1595,25744,"ct_9","tr_4"
17759,"461d","MA","C","CDI","O","26",1996,24542,"ct_9","tr_0"
17769,"542a","FZ","C","CDI","O","26",1732,17058,"ct_9","tr_1"
17799,"561c","IZ","P","CDI","O","26",936,9232,"ct_9","tr_1"
17828,"424a","RZ","P","CDI","O","26",812,7173,"ct_8","tr_1"
17836,"462b","GZ","C","CDI","O","26",1673,19284,"ct_9","tr_2"
17849,"521a","HZ","C","CDI","O","26",1836,22571,"ct_9","tr_5"
17862,"551a","GZ","C","CDI","O","38",1905,19241,"ct_9","tr_5"
17864,"655a","HZ","C","CDI","O","26",1786,23930,"ct_9","tr_4"
17865,"563b","QB","C","CDI","O","26",670,8115,NA,NA
17874,"561f","IZ","C","TOA","O","38",490,5348,"ct_9","tr_1"
17875,"422b","PZ","C","AUT","O","26",1860,32309,"ct_1","tr_5"
17890,"631a","NZ","C","APP","A","84",1820,7109,"ct_6","tr_1"
17893,"561d","IZ","P","CDI","O","26",790,7179,"ct_9","tr_1"
17897,"684a","NZ","P","CDI","O","26",1454,12522,"ct_9","tr_4"
17899,"472a","MA","P","CDI","O","26",1220,16637,"ct_9","tr_1"
17900,"676e","GZ","C","CDI","O","26",1787,21430,"ct_9","tr_1"
17906,"521a","HZ","C","CDI","O","26",1843,18912,"ct_9","tr_4"
17907,"452a","OZ","C","AUT","O","26",1820,39295,"ct_1","tr_6"
17910,"545c","KZ","C","CDI","O","26",1136,21784,"ct_9","tr_6"
17918,"462c","CA","C","CDI","O","26",1820,30188,"ct_9","tr_6"
17921,"333c","GZ","C","CDI","O","38",1694,30654,"ct_9","tr_1"
17928,"634d","FZ","C","CDI","O","26",1559,24304,"ct_9","tr_4"
17935,"476b","CM","C","CDI","O","26",1465,23890,"ct_9","tr_5"
17938,"641a","HZ","C","CDI","O","26",2200,25516,"ct_9","tr_1"
17939,"526a","QA","C","CDI","O","26",1134,15496,"ct_3","tr_6"
17947,"479b","DZ","C","CDI","O","07",2105,47400,"ct_9","tr_6"
17948,"467a","KZ","P","CDI","O","26",1495,24932,"ct_9","tr_2"
17979,"462b","GZ","C","CDI","O","26",1197,24681,"ct_9","tr_5"
17986,"543g","LZ","C","CDI","O","26",1820,25668,"ct_5","tr_5"
17990,"385a","CA","P","CDI","O","07",1574,29118,"ct_9","tr_5"
17993,"552a","GZ","P","CDD","O","26",306,2668,"ct_9","tr_5"
17995,"542a","GZ","C","CDI","O","26",1552,21356,"ct_9","tr_1"
17996,"461f","LZ","C","CDI","O","26",356,2911,"ct_9","tr_2"
17998,"431d","QA","C","AUT","O","26",2676,39726,"ct_3","tr_6"
18000,"563a","QB","N","CDI","O","26",2208,8422,"ct_7","tr_0"
18006,"562b","SZ","C","CDI","O","07",1495,13487,"ct_6","tr_1"
18012,"641a","HZ","C","CDI","O","26",1982,25087,"ct_9","tr_5"
18014,"525d","QA","C","CDI","O","26",1820,18110,"ct_3","tr_6"
18015,"545c","KZ","C","CDI","O","26",1776,34780,"ct_9","tr_6"
18018,"526a","QA","P","CDI","O","26",593,12910,"ct_9","tr_5"
18020,"341a","PZ","C","CDI","O","26",1820,33161,"ct_8","tr_4"
18025,"681a","FZ","C","CDI","O","26",2117,21617,"ct_9","tr_1"
18034,"621c","FZ","C","CDI","O","26",1517,20105,"ct_9","tr_3"
18040,"563c","TZ","N","CDI","O","26",1482,16809,"ct_7","tr_1"
18045,"341a","PZ","C","CDI","O","26",1820,28189,"ct_8","tr_3"
18047,"465a","CG","C","CDI","O","26",1549,21555,"ct_9","tr_3"
18053,"434a","QB","P","CDI","O","26",1670,26813,"ct_8","tr_2"
18054,"562b","SZ","P","CDD","O","07",206,2795,"ct_6","tr_1"
18056,"373b","HZ","C","CDI","O","07",1820,46340,"ct_9","tr_1"
18060,"632k","QA","C","CDD","O","26",1839,18828,"ct_3","tr_6"
18070,"374d","GZ","C","CDI","O","26",1343,43379,"ct_9","tr_1"
18072,"344d","QA","C","CDI","O","07",1820,52863,"ct_8","tr_6"
18074,"479b","SZ","C","CDI","O","38",1820,20651,"ct_9","tr_4"
18075,"554e","GZ","P","CDI","O","38",1177,11797,"ct_9","tr_1"
18076,"479b","MA","C","CDI","O","26",2315,30919,"ct_9","tr_2"
18078,"628b","DZ","C","CDI","O","26",1820,25369,"ct_9","tr_3"
18079,"372e","MA","C","CDI","O","26",1106,40388,"ct_9","tr_0"
18080,"431c","QA","C","AUT","O","69",1819,25651,"ct_3","tr_6"
18090,"373d","CM","C","CDI","O","26",1768,55914,"ct_9","tr_5"
18093,"435b","QB","C","CDI","O","26",1765,20553,"ct_8","tr_3"
18099,"676e","NZ","C","AUT","X","26",1474,10616,"ct_9","tr_3"
18102,"634c","NZ","C","CDI","O","26",1463,17160,"ct_9","tr_2"
18104,"477b","GZ","C","CDI","O","26",2145,27618,"ct_9","tr_4"
18112,"563b","QB","P","CDI","O","07",1071,6045,"ct_8","tr_3"
18123,"344d","GZ","P","CDI","O","84",886,22159,"ct_9","tr_2"
18125,"542a","KZ","P","CDI","O","26",1386,15520,"ct_9","tr_1"
18130,"461b","CA","C","CDI","O","26",1976,24767,"ct_9","tr_4"
18132,"643a","MC","C","CDI","O","26",1508,12599,"ct_9","tr_4"
18140,"463c","GZ","C","CDI","O","67",1534,23194,"ct_9","tr_6"
18152,"475a","NZ","C","CDI","O","75",1820,22023,"ct_9","tr_3"
18153,"643a","HZ","C","CDI","O","26",2043,18766,"ct_9","tr_2"
18155,"388a","JC","C","CDI","O","38",2002,34631,"ct_9","tr_5"
18178,"524c","OZ","P","CDI","O","26",1131,17727,"ct_2","tr_6"
18184,"463e","GZ","N","CDI","O","26",619,5653,"ct_9","tr_3"
18193,"461f","DZ","C","CDI","O","26",1763,28955,"ct_9","tr_3"
18196,"462c","FZ","C","CDI","O","26",1694,22851,"ct_9","tr_4"
18198,"431f","QB","P","CDI","O","26",1222,20871,"ct_9","tr_4"
18199,"626c","CC","C","CDI","O","26",1733,33043,"ct_9","tr_6"
18201,"431f","QA","C","CDI","O","26",1648,30402,"ct_8","tr_2"
18207,"373d","NZ","C","CDI","O","26",1771,42932,"ct_8","tr_4"
18213,"625f","CA","C","CDI","O","26",1818,21989,"ct_9","tr_6"
18217,"634c","GZ","C","CDI","O","26",1848,18991,"ct_9","tr_2"
18225,"632a","MA","N","CDI","O","44",1676,34291,"ct_9","tr_1"
18228,"632g","FZ","C","CDD","O","26",615,5486,"ct_9","tr_1"
18229,"676e","NZ","C","TTP","O","26",1196,12824,"ct_9","tr_1"
18233,"691e","NZ","C","APP","A","26",1828,10964,"ct_6","tr_1"
18238,"684a","CA","C","CDI","O","26",1495,24325,"ct_9","tr_6"
18239,"465a","CE","C","CDI","O","26",1791,28262,"ct_9","tr_5"
18245,"632d","FZ","C","CDI","O","26",1703,18333,"ct_9","tr_2"
18246,"526a","QA","P","CDI","O","26",593,12910,"ct_9","tr_5"
18247,"388a","JC","C","CDI","O","75",1269,29778,"ct_9","tr_6"
18248,"523c","PZ","P","CDI","O","94",1701,18360,"ct_8","tr_5"
18255,"543g","FZ","P","CDI","O","26",1456,12173,"ct_9","tr_1"
18273,"526a","QA","P","CDI","O","07",883,13675,"ct_9","tr_6"
18274,"673c","NZ","C","TTP","O","26",1097,10577,"ct_9","tr_0"
18278,"478a","FZ","C","CDI","O","38",1820,34371,"ct_9","tr_1"
18286,"423b","JA","C","CDI","O","26",1838,23256,"ct_9","tr_3"
18288,"543h","GZ","P","CDI","O","26",1371,14633,"ct_9","tr_2"
18295,"431f","QA","P","CDI","O","26",1365,21669,"ct_8","tr_6"
18314,"685a","NZ","C","TOA","O","26",436,5303,"ct_8","tr_5"
18324,"543e","HZ","C","CDI","O","26",1862,32834,"ct_9","tr_5"
18335,"684a","QB","C","CDI","O","26",1687,15502,"ct_8","tr_3"
18336,"543b","GZ","C","CDI","O","26",910,7959,"ct_9","tr_1"
18343,"422c","PZ","C","CDI","O","26",1820,39664,"ct_8","tr_4"
18346,"373b","NZ","P","CDI","O","75",1820,55486,"ct_9","tr_6"
18359,"434a","QB","C","CDI","O","26",1834,63405,"ct_8","tr_3"
18363,"525a","PZ","P","CDI","O","26",1199,10498,"ct_8","tr_3"
18364,"431f","QB","P","CDI","O","26",1109,14109,"ct_8","tr_2"
18366,"344d","GZ","P","CDI","O","26",1426,27174,"ct_9","tr_1"
18370,"554j","GZ","P","CDI","O","26",195,2228,"ct_9","tr_1"
18381,"384b","CK","C","CDI","O","26",1544,45283,"ct_9","tr_2"
18382,"628g","QB","P","CDI","O","26",1041,11247,"ct_8","tr_4"
18385,"551a","GZ","P","CDD","O","26",1203,10591,"ct_9","tr_1"
18386,"621f","OZ","P","CDD","O","26",208,2254,"ct_2","tr_1"
18394,"481b","FZ","C","CDI","O","26",1506,34567,"ct_9","tr_5"
18406,"461e","MA","C","CDI","O","26",1671,28207,"ct_9","tr_2"
18413,"451a","HZ","P","CDI","O","26",1274,15988,"ct_9","tr_5"
18423,"525d","QB","P","CDI","O","26",1437,15271,"ct_8","tr_0"
18432,"431f","QA","P","CDI","O","26",1832,25955,"ct_8","tr_6"
18434,"422d","OZ","C","CDI","O","26",1661,26900,"ct_8","tr_3"
18439,"628g","CK","C","CDI","O","26",1744,20442,"ct_9","tr_4"
18442,"465a","CH","C","CDI","O","26",1773,41797,"ct_9","tr_3"
18456,"641a","HZ","C","CDI","O","38",595,7743,"ct_9","tr_3"
18464,"461e","MA","C","CDI","O","26",1820,23902,"ct_9","tr_3"
18473,"641a","HZ","C","CDI","O","26",1774,24444,"ct_9","tr_3"
